temperature,humidity,pressure,wind_speed,weather,Cluster,PCA1,PCA2
-0.1545006708452173,-0.8813385847539664,0.1626856059692409,-0.555269982050737,0,1,-0.22508437467389475,-0.8596722986828295
-0.6761328070477445,0.3714853613218233,-0.0012872263405874,-0.0689616822983477,1,0,-0.5416256451524927,0.492823468906461
-0.3301523085460681,-1.1405435391144747,-0.0012872263405874,0.3098468880350925,0,1,0.28954819507910334,-0.6399572491927464
-1.2531218230105396,1.5379076559441105,0.4906312705888976,-0.5757461209876797,1,0,-1.7446145196749097,1.1785709973488134
-0.2854409825858515,-0.7949369333004637,-0.0012872263405874,0.0999664639314296,0,1,0.10778028838802949,-0.46367538840930717
1.3188439750819207,-0.5789328046667068,-0.8211513878897292,1.825081169368853,0,2,2.352681124234385,0.07003364238908973
0.0115699684355873,-0.7517361075737123,0.1626856059692409,-0.2327707937938893,0,1,0.007739330265003871,-0.7172557415053858
-0.5111267231469451,1.4083051787638563,-1.149097052509386,0.5760366942153478,1,2,0.2224875216248702,1.9499147743642347
0.8408586094596052,-0.6653344561202096,0.654604102898726,0.1255616376026082,1,1,0.40116862398022296,-1.0547204718640444
-0.3642180807062332,0.7602927928625857,0.3266584382790692,-0.9443166218526484,2,0,-1.1053089971402148,0.24356838704545464
1.103803788320879,0.2418828841415692,0.1626856059692409,0.1511568112737865,1,2,0.5797776935351999,-0.23064484793052267
-0.3769927452662952,0.2418828841415692,1.4744682644478675,0.4582988953279269,0,0,-0.8410345626538334,-0.22278649642515
1.98738475372516,-1.2269451905679774,-1.149097052509386,0.7603219446478323,1,2,2.5442827781329753,-0.8378785866041742
-0.4291559588865479,1.494706830217359,2.130359593687181,-1.3896726437311524,0,0,-2.554790198818204,-0.16042969541743834
-0.1172412325450366,0.0258787555078123,0.3266584382790692,-0.4426512178975522,1,0,-0.4865958373531954,-0.23251132296203894
0.4491022296177072,-1.7885559250157452,0.1626856059692409,-0.3146753495416602,0,1,0.5157217433977086,-1.6732234347537878
0.6833044132188418,-1.0973427133877232,0.1626856059692409,-0.8214597882309922,0,1,0.19205713553161471,-1.399012349158731
1.8489925543244892,-0.3197278503061986,-0.9851242201995576,-0.6371745377985079,2,1,1.3791743619234424,-0.6327090253908415
-0.2854409825858515,0.2850837098683206,1.4744682644478675,-0.8521739966364063,1,0,-1.4925077036356793,-0.6417169594035664
-0.3046029794259445,1.1058993986765966,1.8024139290675243,-0.6013412946588582,1,0,-1.778102405405134,-0.0912769887670795
-1.3872558008911895,-0.492531153213204,0.9825497675183826,1.0623449939677372,0,0,-0.6502009358448252,7.849595358321291e-05
0.3650023545972995,-0.4061295017597013,0.1626856059692409,-0.094556855969526,0,1,0.19346878672267526,-0.5372687475105025
-0.0778526834848458,0.1986820584148178,0.1626856059692409,-0.4477702526317877,1,0,-0.42647548917636846,-0.04249494931781415
-0.2290195474455782,1.1923010501300997,2.6222780906166663,-0.9545546913211198,1,0,-2.384789942363696,-0.5452787302866716
-1.214797829330354,1.1923010501300997,0.4906312705888976,-0.3965799052894309,1,0,-1.5298182290890028,0.9634947826474961
-0.9742083134491886,1.1058993986765966,0.654604102898726,-1.036459247068891,1,0,-1.7894711005249138,0.5341634326470975
-1.0157259732693895,-0.7085352818469609,0.3266584382790692,1.584486536859776,1,2,0.2596885892612696,0.17915955325988955
0.9281521506200282,-0.0173220702189389,-0.8211513878897292,1.574248467391305,0,2,1.8300425505360003,0.5469944786083653
-0.7570390159281364,1.278702701583602,-0.0012872263405874,-0.094556855969526,1,0,-0.8583780211523877,1.1928457408308046
1.1474505589010904,-0.492531153213204,-0.1652600586504158,0.0129428734494231,1,1,0.9152140763790476,-0.6888248102463622
-0.0778526834848458,0.1122804069613151,1.4744682644478675,-0.5091986694426159,0,0,-1.1391418274328515,-0.7338938405282885
-0.8390097801885336,-1.0541418876609718,-0.6571785555799009,-1.077411524942776,0,1,-0.4188702377268153,-0.538149046362815
-1.5980377661322107,1.494706830217359,0.1626856059692409,-1.4869343036816305,1,0,-2.2433887599989415,1.126655996819655
0.2393848197566911,0.5442886642288288,1.966386761377353,-1.2770538795779676,1,0,-1.742972056919014,-0.9940957741377678
1.1527733358011163,0.328284535595072,-1.149097052509386,1.5384152242516551,1,2,2.0233017650458196,0.8679614398757285
-1.4447417914114682,-0.6221336303934581,1.310495432138039,-0.985268899726534,0,0,-1.907828993234564,-0.8840283866481679
0.9845735857603012,0.2418828841415692,-0.0012872263405874,0.6272270415577044,1,2,0.8490593022544017,0.03916979132646872
-1.1977649432502715,0.6738911414090829,-0.8211513878897292,0.6169889720892332,1,2,-0.13293132915163003,1.5003270847765908
1.1655480003611782,1.019497747223094,-1.149097052509386,1.584486536859776,1,2,1.8608465030855617,1.396336997709248
1.1634188896011677,-1.7021542735622424,-0.1652600586504158,0.2074661933503788,0,1,1.3679002900984092,-1.538798264015128
0.0807660681359226,-1.4429493192017342,-0.0012872263405874,-0.6218174335958009,0,1,0.12536102778304697,-1.3081110240454512
