temperature,humidity,pressure,wind_speed,weather
-0.1545006708452173,-0.8813385847539664,0.1626856059692409,-0.555269982050737,0
-0.6761328070477445,0.37148536132182336,-0.001287226340587473,-0.06896168229834773,1
-0.33015230854606814,-1.1405435391144747,-0.001287226340587473,0.3098468880350925,0
-1.2531218230105396,1.5379076559441103,0.4906312705888976,-0.5757461209876797,1
-0.28544098258585154,-0.7949369333004637,-0.001287226340587473,0.09996646393142966,0
1.3188439750819207,-0.5789328046667068,-0.8211513878897292,1.825081169368853,0
0.011569968435587353,-0.7517361075737123,0.1626856059692409,-0.23277079379388932,0
-0.5111267231469451,1.4083051787638563,-1.149097052509386,0.5760366942153478,1
0.8408586094596052,-0.6653344561202096,0.654604102898726,0.1255616376026082,1
-0.3642180807062332,0.7602927928625857,0.3266584382790692,-0.9443166218526484,2
1.103803788320879,0.24188288414156922,0.1626856059692409,0.1511568112737865,1
-0.3769927452662952,0.24188288414156922,1.4744682644478677,0.45829889532792695,0
1.9873847537251597,-1.2269451905679774,-1.149097052509386,0.7603219446478323,1
-0.42915595888654795,1.494706830217359,2.130359593687181,-1.3896726437311524,0
-0.11724123254503661,0.025878755507812375,0.3266584382790692,-0.4426512178975522,1
0.44910222961770724,-1.7885559250157452,0.1626856059692409,-0.31467534954166027,0
0.6833044132188418,-1.0973427133877232,0.1626856059692409,-0.8214597882309922,0
1.8489925543244894,-0.3197278503061986,-0.9851242201995576,-0.6371745377985079,2
-0.28544098258585154,0.2850837098683206,1.4744682644478677,-0.8521739966364063,1
-0.3046029794259445,1.1058993986765966,1.8024139290675245,-0.6013412946588582,1
-1.3872558008911897,-0.49253115321320406,0.9825497675183826,1.0623449939677372,0
0.3650023545972995,-0.4061295017597013,0.1626856059692409,-0.09455685596952602,0
-0.07785268348484586,0.19868205841481787,0.1626856059692409,-0.44777025263178777,1
-0.22901954744557823,1.1923010501300995,2.6222780906166663,-0.9545546913211198,1
-1.214797829330354,1.1923010501300995,0.4906312705888976,-0.39657990528943093,1
-0.9742083134491886,1.1058993986765966,0.654604102898726,-1.036459247068891,1
-1.0157259732693897,-0.7085352818469609,0.3266584382790692,1.584486536859776,1
0.9281521506200282,-0.017322070218938994,-0.8211513878897292,1.574248467391305,0
-0.7570390159281364,1.278702701583602,-0.001287226340587473,-0.09455685596952602,1
1.1474505589010904,-0.49253115321320406,-0.16526005865041582,0.012942873449423185,1
-0.07785268348484586,0.11228040696131512,1.4744682644478677,-0.5091986694426159,0
-0.8390097801885336,-1.0541418876609718,-0.6571785555799009,-1.077411524942776,0
-1.5980377661322107,1.494706830217359,0.1626856059692409,-1.4869343036816305,1
0.23938481975669113,0.5442886642288288,1.9663867613773527,-1.2770538795779676,1
1.1527733358011163,0.328284535595072,-1.149097052509386,1.5384152242516551,1
-1.4447417914114682,-0.6221336303934581,1.3104954321380393,-0.985268899726534,0
0.9845735857603013,0.24188288414156922,-0.001287226340587473,0.6272270415577044,1
-1.1977649432502715,0.6738911414090829,-0.8211513878897292,0.6169889720892332,1
1.1655480003611782,1.019497747223094,-1.149097052509386,1.584486536859776,1
1.1634188896011677,-1.7021542735622424,-0.16526005865041582,0.20746619335037889,0
0.08076606813592263,-1.4429493192017342,-0.001287226340587473,-0.6218174335958009,0
-1.3436090303109782,1.278702701583602,-0.16526005865041582,-0.6371745377985079,1
-0.9060767691288586,1.3219035273103534,0.654604102898726,-0.4580083221002591,1
-1.0700182976496528,0.8034936185893371,-0.32923289096024416,-1.159316080690547,0
0.6875626347388624,-1.4861501449284855,-0.16526005865041582,-0.3607466621497813,0
